,category,title,text
79,booking,"Могу я на сайте купить билет на международный рейс, если у меня ещё нет визы в страну, куда я собираюсь лететь?","Да, вы можете купить билет на международный рейс без визы. Однако как минимум за сутки до рейса желательно иметь визу на руках. Позаботьтесь о своевременном оформлении визы и наличии её у вас к моменту регистрации на рейс."
80,booking,Я купил на сайте авиабилеты по одному направлению на две даты с разницей в три дня. Позже один из билетов был аннулирован. Почему?,"Авиакомпания аннулирует один из билетов, забронированных на одну фамилию и имя, с одинаковым маршрутом на разные даты вылета в интервале четырёх дней, независимо от того, выкуплен билет или нет. Это делается для того, чтобы избежать «заморозки» мест. Возврат билета оформляется по правилам тарифа.
Чтобы совершить оба перелёта, позвоните в колл-центр S7 по телефону 8 800 700-0707 (по России бесплатно) и предупредите наших сотрудников о необходимости сохранить билеты на обе даты. Сделать звонок вы можете с сайта — ссылка «Звонок онлайн» находится в нижней части экрана."
81,booking,"На вашем сайте я могу купить авиабилет или только забронировать, без покупки?","На главной странице сайта во вкладке «Авиабилеты» вы можете купить билет или забронировать билет на определённый срок и оплатить покупку в течение этого времени. Если билет не будет оплачен, он аннулируется."
82,booking,"Что необходимо для регистрации в аэропорту, если у меня электронный билет?","В аэропорт обязательно возьмите документы, удостоверяющие личность пассажиров, — паспорт для взрослого и свидетельство о рождении для ребёнка; при необходимости — заграничный паспорт и визу.
Рекомендуем иметь при себе маршрутную квитанцию (хотя это не является обязательным условием для прохождения регистрации на рейс) — она будет вам полезна, поскольку содержит всю информацию о перелёте."
83,booking,В течение какого срока действителен билет?,"Билет, оформленный по обычному тарифу, действителен для перелёта в течение одного года от даты начала перевозки, а если ни один из полётных купонов не использован или билет выдан с открытой датой — то в течение одного года от даты выдачи билета.
Билет, оформленный по специальному тарифу, действителен в течение срока, указанного в правилах авиакомпании или в условиях акции."
84,booking,Может ли бронирование быть аннулированным без предупреждения?,"Да, может. Если период, на который вы забронировали билет, истёк, а оплата не была произведена, то ваше бронирование аннулируется. Время, на которое вы можете забронировать билет, варьируется от 3 до 24 часов и зависит от тарифа и того, сколько времени осталось до вылета — более или менее трёх дней."
85,booking,Как забронировать на сайте номер в отеле?,"Первый способ — во вкладке «Авиабилеты» на главной странице сайта, вместе с покупкой билетов на самолёт. На третьем шаге онлайн-бронирования билетов примите предложение арендовать номер в отеле. Очень удобно, что вся покупка (авиабилеты + отель) оплачивается одной банковской операцией.
Второй способ — во вкладке «Отели» на главной странице сайта. Здесь вы бронируете только номер в отеле, без покупки авиабилетов.
Подробная инструкция"
86,booking,Могу я забронировать на сайте номера в отелях в разных городах?,"Да, можете. И для этого вам не понадобится проходить процесс бронирования номера на сайте дважды. Зайдите во вкладку «Отели» на главной странице и начните заполнять необходимые формы. На четвёртом шаге онлайн-бронирования номера примите предложение «Забронировать отель» — так вы к первой брони сможете добавить ещё одну, в другом отеле."
87,booking,Хочу забронировать на сайте номер в конкретном отеле. Это возможно?,"Если вы точно знаете, где хотели бы остановиться, при онлайн-бронировании номера отсортируйте отели по названию, в алфавитном порядке, и тогда вы очень быстро найдёте «свой» отель в списке предложений."
88,booking,Я забронировал номер в отеле на вашем сайте. Какие документы подтверждают мою покупку?,"Это Подтверждение покупки — удостоверяет, что на нашем сайте вы заказали и оплатили номер в отеле. И Ваучер на отель, где есть вся информация о вашем заказе, — он предъявляется при заселении в отель.
Чтобы получить эти документы на руки, на последней странице онлайн-бронирования номера воспользуйтесь кнопками «Распечатать» или «Отправить» (на email)."
89,booking,Как получить отчётные документы для бухгалтерии?,"Обычно для предоставления отчёта о командировке в бухгалтерию достаточно трёх документов:

Подтверждение покупки, где указана сумма заказа.
Ваучер с перечнем оплаченных услуг и именами проживающих.
Заверенная банком выписка о движении денежных средств по счёту платёжной карты, которая подтверждает списание средств по заказу.

Подтверждение покупки и Ваучер высылаются на указанный вами email после завершения бронирования. Дополнительно могут быть предоставлены счёт и акт выполненных работ от ООО «С 7 Трэвел Ритэйл». Эти отчётные документы формируются на основании письменного запроса по адресу gap@s7.ru. В течение двух рабочих дней на ваш email высылаются сканированные копии документов. Запрос на корректировку высланных документов принимается не позднее двух рабочих дней после отправления сканированных копий.
Отправка оригиналов документов осуществляется Почтой России 25-го числа каждого месяца. Если вы направите запрос до 20-го числа, оригиналы отчётных документов будут высланы почтой 25-го числа этого месяца. При поступлении запроса после 20-го числа, оригиналы отчётных документов будут отправлены почтой 25-го числа месяца, следующего за месяцем обращения.
Отчётные документы предоставляются только после того, как услуга полностью оказана.
В случае сокращения проживания документы могут быть сформированы не ранее даты выезда по первоначальному бронированию."
90,booking,Как изменить или аннулировать бронирование отеля?,"Свяжитесь с нами по телефону 8 800 700-0707, +7 495 783-0707 или по адресу gap@s7.ru и сообщите номер заказа, который вы хотите изменить или аннулировать. Номер заказа указывается в ваучере, который высылается на ваш электронный адрес после оплаты бронирования.
Обратите внимание, что при отмене или изменении брони может быть удержан штраф, в соответствии с условиями бронирования."
91,booking,Будут ли взиматься штрафы при отмене бронирования отеля?,"При изменении или аннуляции заказа за несколько дней до заезда в отель или в период проживания могут взиматься штрафы. Условия по штрафам и сумма штрафа при отмене заказа до даты заезда указываются при бронировании (закладка «Условия») и в ваучере отеля. 
Как правило, при аннуляции бронирования за 1-2 дня до заезда (за 24-48 часов до расчётного часа отеля в день заезда) отель взимает штраф в размере стоимости 1 ночи проживания. В зависимости от вида тарифа, сезона бронирования, местоположения отеля штрафные санкции могут меняться на большую сумму или составить 100% стоимости проживания.
Сокращение дней проживания во время пребывания в отеле также может повлечь штраф от суммы за 1 сутки проживания до 100% стоимости заказа. Возможный перерасчёт, в случае изменения заказа в период проживания, необходимо согласовать с сотрудниками контактного центра S7 по телефону 8 800 700-0707 или +7 495 783-0707 или по электронной почте gap@s7.ru."
92,booking,"Могу я на сайте арендовать авто в городе, куда лечу?","Да, можете, если в этом городе есть предложения аренды авто. Чтобы это проверить, зайдите во вкладку «Авто» на главной странице сайта, введите необходимые данные и посмотрите, есть ли предложения аренды по вашему запросу."
93,booking,Как арендовать авто на сайте?,"Зайдите во вкладку «Авто» на главной странице и заполните все необходимые формы.
Вы также можете арендовать машину вместе с покупкой билетов на самолёт. На четвёртом шаге онлайн-бронирования билетов примите предложение арендовать авто. Вся покупка (авиабилеты + авто) оплачивается одной банковской операцией."
94,booking,Какие документы необходимо иметь для получения автомобиля?,"Паспорт, с которым вы путешествуете.
Ваучер.
Национальное и международное водительские удостоверения (международное водительское удостоверение не имеет силы без наличия национальных прав, так как является только переводом).
Кредитная карта водителя (Visa, American Express, Master Card, Diners Club). Некоторые группы автомобилей требуют обязательного наличия двух кредитных карт разных платежных систем, одна из которых должна иметь статус Gold. (обратите внимание, что имя и данные, указанные в заказе должны принадлежать арендатору/плательщику в момент аренды Арендатор должен будет предоставить кредитную карту на его имя, которая была использована в момент бронирования).
Авиабилет в обратную сторону в случае получения автомобиля в аэропорту (на некоторых станциях аренды)."
95,booking,С какого возраста клиент может арендовать машину?,"Почти во всех странах минимальный возраст клиента, необходимый для аренды машины, — 21 год. При этом если возраст водителя меньше 25 лет, оплачивается дополнительный сбор."
96,booking,Какой должен быть стаж вождения для аренды автомобиля?,"Стаж вождения должен быть не менее 1 года. В зависимости от возраста водителя, а также группы автомобиля и страны аренды стаж вождения может быть больше 1 года."
97,booking,Обязательно ли международное водительское удостоверение для получения и вождения машины?,"Необязательно, но мы настоятельно рекомендуем вам  иметь его при себе во избежание конфликтных ситуаций с сотрудниками Avis/Hertz, полицией и страховой компанией (особенно если ваши права нового образца — без надписи на французском языке PERMIS DE CONDUIRE).  
! Международные водительские права обязательны в Италии, ОАЭ, Греции, Израиле, Канаде, Таиланде и на Шри-Ланке."
98,booking,"Что входит в стоимость аренды авто, которую я оплачиваю на сайте?","В стоимость аренды входят неограниченный пробег, страховка от ущерба и угона с франшизой, НДС, дорожный сбор и различные дополнительные сборы (городской, аэропортовый и т.д. — в зависимости от страны и места аренды)."
99,booking,Сколько стоят дополнительные услуги?,"Их стоимость варьируется в зависимости от наименования услуги, страны и группы автомобиля. Все дополнительные услуги оплачиваются на месте аренды, при получении машины. Предварительно уточнить стоимость опция вы можете, направив запрос по адресу gap@s7.ru или позвонив в Контактный Центр."
100,booking,"Что покрывает обязательная страховка, включённая в стоимость аренды?",Ущерб и угон машин с франшизой (размер франшизы варьируется по странам и группам авто).
101,booking,Зачем нужна дополнительная страховка?,"Она снижает размер франшизы до определенного минимума или полностью его аннулирует. Полная страховка не покрывает ущерб, нанесённый стеклянным элементам, колесам и обшивке внутри салона."
102,booking,Что такое франшиза?,"Это максимальный денежный предел ответственности клиентов при наступлении страхового случая. Размер франшизы зависит от страны аренды и группы бронируемого автомобиля. Так, например, если Ваша франшиза составляет 600 евро, а ущерб автомобиля в период Вашей аренды составил 1500 евро, то Вы платите только 600 евро, остальную сумму (900 евро) оплачивает страховая компания. Если ущерб автомобиля составил на сумму меньше 600 евро, то Вы оплачиваете его полностью. В случае угона Вы платите только сумму франшизы по угону, остальную сумму оплачивает страховая компания."
103,booking,Что не покрывает полная страховка и базовая страховка с франшизой?,"Страховка НЕ покрывает:

Повреждения или кражу дворников, CD-проигрывателя, антенны, шин, колесных дисков, табличек с регистрационным номером автомобиля, ключей, зеркал, днища автомобиля.
Повреждение стекол, крыши и внутренней обшивки салона.
Утерю документов на автомобиль.
Повреждения, нанесенные в состоянии алкогольного и наркотического опьянения.
Повреждения, нанесенные в момент езды по бездорожью.
Повреждения, нанесенные в момент перевоза автомобиля на морском или речном транспорте.
Кражу или повреждение личных вещей водителя, оставленных в автомобиле. 

В некоторых странах предлагается приобрести страхование стекол и шин. Возможность приобретения данной услуги и ее стоимость уточняйте на станции проката."
104,booking,"Обязательно ли приобретать на станции получения автомобиля полную страховку или суммы аренды достаточно для того, чтобы забрать автомобиль?","Суммы аренды достаточно для получения автомобиля. Вам необязательно приобретать полную страховку, а также дополнительные услуги для получения забронированного Вами автомобиля на станции проката."
105,booking,Обязательно ли карта должна быть оформлена на арендатора (водителя)?,"Нет. Если для депозита предъявляется карта, оформленная на другого человека, то присутствие данного человека обязательно. При этом он должен подходить под условия аренды и иметь при себе водительское удостоверение. Владельца карты могут вписать как дополнительного водителя и в этом случае будет применяться дополнительный сбор."
106,booking,В какой валюте и в каком размере могут заблокировать депозит на моей карте?,Согласно условиям аренды компании Avis/Hertz в момент получения автомобиля на карте блокируется депозит в долларах США. Размер депозита равняется стоимости всех дополнительных услуг и бака бензина. В редких случаях на карте клиента могут заблокировать депозит равный стоимости франшизы по ущербу.
107,booking,Необходимо ли водителю иметь при себе карту для депозита?,"Да, водитель обязан иметь при себе кредитную карту для депозита.
Принимаются карты для депозита: VISA (Classic, Gold), Master Card/Eurocard, American Express, Diners Club, UBS. Для аренды автомобилей высоких классов (таких как Mercedes, BMW, Audi A8, Porsche, Alfa-Romeo) требуются 2 карты разных платежных систем, одна из которых должна иметь статус Gold. На станциях проката не принимаются карты Visa Electron и Master Card Maestro, а также карты, на которых есть надпись «Debit»."
108,booking,Из-за чего могут быть удержания (возврат неполной суммы)?,"Возврат неполной суммы может произойти, если клиент воспользовался дополнительными опциями или оборудованием, вернул машину позже срока, указанного в договоре, или с повреждениями или с пустым баком."
109,booking,Как быстро происходит «разморозка» денег?,"Разморозка депозита со стороны компании происходит в течение 2-3 дней с момента возврата автомобиля, срок возврата денег на банковскую карту зависит от вашего Банка и может занимать до 30 рабочих."
110,booking,Могу ли я внести изменения в бронирование после оплаты?,"При возникновении изменений необходимо удалить предыдущее бронирование и сделать новое бронирование. Если Вы забыли добавить какие-либо дополнительные опции в бронирование, Вы можете приобрести их на станции проката в момент получения автомобиля."
111,booking,Как отменить заказ?,"Для отмены заказа позвоните в Контактный Центр S7 по телефону 8 800 700-0707, (по России бесплатно). Также вы можете сделать звонок с сайта — ссылка «Звонок онлайн» находится в нижней части экрана."
112,booking,"Могу я арендовать авто, чтобы совершить междугороднюю поездку, то есть взять машину в одном городе, а вернуть — в другом?","Да, это возможно, если в этих городах есть предложения аренды авто. Чтобы это проверить, зайдите во вкладку «Авто» на главной странице сайта, введите необходимые данные и посмотрите, есть ли предложения аренды по вашему запросу."
113,booking,Могу ли я выезжать на арендованном автомобиле за пределы страны?,"Пересечение государственных границ зависит от страны аренды, а также страны, в которую Вы собираетесь выезжать. Более подробную информацию Вы можете уточнить на станции проката в момент получения автомобиля."
114,booking,Гарантирует ли компания наличие определенной марки и модели авто?,"Нет. Компании AVIS и Herz гарантируют гарантирует наличие определенной группы автомобилей, которая формируется из разных марок и моделей, схожих по габаритам, типу коробки передач, вместительности салона и багажника."
115,booking,Какие машины относятся к «высоким классам»?,"Это машины типа Mercedes C, E классов, BMW 3, 5 серий, Audi A4, Audi A6 и другие аналогичные по уровню авто."
116,booking,Можно ли курить в машине?,Большинство автомобилей компании Avis/Herz некурящие. При нарушении данных правил и курении в автомобиле с водителя может взиматься штраф.
117,booking,Кто может управлять арендованным авто?,"Управлять арендованным автомобилем в праве человек, на которого было оформлено бронирование. Если вы хотите изменить данные водителя или добавить ещё одного водителя, напишите запрос на почту gap@s7.ru."
118,booking,Как пройти турникеты при выходе из аэропорта Домодедово к месту отправления «Аэроэкспресса»?,"Перейдите по ссылке в смс (требуется доступ в интернет), загрузите билет с QR-кодом на мобильное устройство и для прохода через турникеты «Аэроэкспресс» приложите телефон с отображенным на экране QR-кодом к считывающему устройству турникета."
119,booking,Предоставляет ли S7 такую услугу — доставить пассажира до аэропорта?,"Да. Вы можете добраться до аэропорта удобным для вас способом:

Трансфер iWay.
Cкоростной поезд «Аэроэкспресс».

Подробнее об этом на странице Трансферы S7."
120,booking,Есть ли в S7 услуга — встретить пассажира в аэропорту и доставить его до места назначения?,"Да, есть. Эта услуга называется Трансфер Way. Вас встретят в аэропорту с персональной табличкой, подождут, если рейс задерживается (бесплатно), помогут с багажом и доставят до места назначения на комфортабельном авто.
Подробнее об этом на странице Трансферы S7."
121,booking,Какие телефоны могут принять и корректно отобразить билет на «Аэроэкспресс»?,"Принимать и корректно отображать штрих-код билета может любой телефон с подключенной услугой мобильного интернета, работающей функцией передачи данных и действующей услугой приема SMS-сообщений.
Если на экране мобильного устройства отобразился штрих-код и параметры поездки, то все в порядке.
Если изображение штрих-кода отсутствует — проверьте подключения интернета, включена ли  функция передачи данных, наличие сети вашего сотового оператора и попробуйте перезагрузить страницу.
При отсутствии результата, необходимо обратиться в службу поддержки клиентов авиакомпании S7 по телефону 8 800 700-0707."
122,booking,Могу я вернуть билет на «Аэроэкспресс»?,По правилам перевозки на «Аэроэкспрессе» — нет.
123,booking,Какими картами можно оплатить билет на «Аэроэкспресс»?,"Visa, MasterCard."
124,booking,В течение какого времени действителен билет на «Аэроэкспресс»?,Билет в обычный вагон действует до конца следующих суток от указанной даты отправления. Билет в вагон бизнес-класса действителен только на указанный в нём рейс.
125,booking,Зачем оставлять на сайте email и номер мобильного телефона при покупке билета на «Аэроэкспресс»?,Чтобы после оплаты билета мы смогли вам отправить его в электронном письме или SMS-сообщении.
126,booking,"Я хочу приобрести билеты со своего мобильного телефона. Но не знаю, подходит ли он для этого?","S7 Mobile оптимизирована под все модели мобильных телефонов, которые поддерживают протокол GPRS/WAP, а также под все версии браузеров. О возможности подключиться к интернету узнайте у вашего мобильного оператора. Проверьте, чтобы в настройках браузера была включена функция отображения картинок."
127,booking,"Каким будет общий расход трафика, если купить авиабилет через S7 Mobile?","Версия S7 Mobile оптимизирована для мобильных телефонов: она имеет упрощенный интерфейс и отображает только текстовую информацию. Это значительно снижает расход трафика.
Узнать точную стоимость GPRS-трафика вы можете у оператора сотовой связи."
128,booking,Отличается ли покупка билета на сайте и через мобильную версию сайта S7 Mobile?,"Процедура покупки билета через S7 Mobile состоит из тех же этапов, что и покупка билета на сайте. Все правила бронирования билетов на www.s7.ru действуют и в S7 Mobile. Но есть и отличия. S7 Mobile предлагает только два способа оплаты билетов: банковской картой и через терминал QIWI.
К тому же S7 Mobile оптимизирована для сотовых телефонов:

Упрощён интерфейс;
Действует пошаговая система подтверждения выбора;
Отображается только текстовая информация;
Поисковые сервисы предлагают только одно, лучшее решение."
129,booking,Можно ли через S7 Mobile купить билеты на перелёт с пересадкой?,"Да. Мобильная версия сайта позволяет приобрести билеты на все направления, доступные на основном сайте."
130,booking,Как я могу оплатить билеты в S7 Mobile?,"Одним из двух способов:
1. Если вы хотите оплатить билеты сразу, то можете воспользоваться банковской картой Visa, MasterCard.
2. Если планируете оплатить покупку позднее, то тогда рассчитайтесь наличными деньгами в платёжном терминале QIWI.
Обратите внимание, что карты Visa Electron и MasterCard Maestro могут быть не пригодны для расчётов в интернете. Узнайте в банке, где вы получали карту, о возможности использовать ее для покупок онлайн."
131,booking,"Безопасно ли вводить личную информацию и данные банковской карты, покупая авиабилет по мобильному телефону?","Да, это безопасно. Вся информация передаётся по защищённым каналам связи, а данные о купленном билете надёжно хранятся в системе бронирования S7. На сайте используется система безопасности нового поколения — 3D-Secure, которая исключает любые попытки мошенничества с платежами в интернете."
132,booking,"Во время оплаты банковской картой через S7 Mobile завис телефон. Как узнать, прошла ли оплата билета и сохранено ли бронирование?","После бронирования и оплаты билета в системе S7 Mobile на электронный адрес, указанный вами в «Контактах», должны прийти маршрутная квитанция и подтверждение покупки.
Если вы не получили электронного письма с этими документами, сообщите об этом нам, позвонив в контактный центр S7 по телефону 8 800 700-0707 (по России бесплатно). Сделать звонок вы можете с сайта — кнопка «Звонок онлайн» находится в нижней части экрана."
133,booking,"Как оформляется посадочный талон пассажиру, который зарегистрировался онлайн на рейс через S7 Mobile?","Посадочный талон формируется в результате онлайн-регистрации на рейс и отправляется в виде SMS-сообщения на указанный вами номер телефона или PDF-файлом на адрес электронной почты, который вы оставили в «Контактах». Вы можете распечатать посадочный талон и взять его в аэропорт. Если же такой возможности нет, не волнуйтесь: вы всегда можете получить посадочный талон за стойкой регистрации пассажиров на рейс.
Посадочные талоны оформляются строго до окончания регистрации пассажиров на рейс. Регистрация заканчивается за 40 минут до обозначенного в маршрутной квитанции времени вылета самолёта."
134,booking,Какие сервисы S7 доступны через S7 Mobile?,"Покупка билетов на «Аэроэкспресс».
Сервис «Мои бронирования».
Табло вылетов/прилётов.
Онлайн-регистрация на рейс.
Личный кабинет участника программы S7 Priority."
136,booking,"Как оплатить авиабилет, забронированный онлайн, с помощью терминала QIWI?","1. Для этого вам нужно знать идентификатор бронирования вашего рейса — он есть в электронном письме о подтверждении бронирования, которое вы получили на email, указанный вами в «Контактах», после завершения онлайн-бронирования билета. Позаботившись о том, чтобы идентификатор бронирования был вам известен, воспользуйтесь ближайшим платёжным терминалом QIWI — обычно они установлены в торгово-развлекательных центрах, магазинах, кинотеатрах.
2. На экране терминала пройдите путь: Оплата услуг > Билеты > Авиабилеты > Авиакомпания S7.
3. Чтобы предупредить возможные затруднения, ознакомьтесь с инструкцией об оплате авиабилета.
4. Введите номер мобильного телефона, на который вам будет отправлено SMS-сообщение с информацией об оплате электронного билета.
5. Введите свой идентификатор бронирования.
6. Проверьте данные заказанного рейса и нажмите «Вперёд».
7. Выберите способ оплаты:

Списать сумму с баланса вашего Личного кабинета в QIWI. В этом случае вы должны быть зарегистрированы в QIWI Кошельке и иметь на счёте сумму, достаточную для покупки.
Внести необходимую сумму денег в купюроприёмник терминала.

8. Чтобы завершить платёж, нажмите «Оплатить». После этого на email, указанный вами в «Контактах», придёт маршрутная квитанция, а на мобильный телефон — SMS-сообщение, подтверждающее успешный платёж.
Внимание! Когда в системе QIWI вы укажите номер телефона, автоматически будет создан ваш QIWI Кошелёк, на балансе которого можно сохранить сдачу. Потратьте эту сумму на оплату других услуг, например, мобильной связи. Каким образом? В любом из платёжных терминалов QIWI, на сайте www.QIWI.ru или из Личного кабинета в QIWI, куда можно зайти и зарегистрироваться прямо с мобильного телефона.
Если платёж авиабилетов не состоялся, деньги автоматически зачисляются на ваш баланс QIWI Кошелька. В этом случае повторите процедуру оплаты. При входе в QIWI Кошелёк используйте номер мобильного телефона, указанный при оплате авиабилета, и код, полученный при регистрации. Платежи с QIWI Кошелька принимаются без комиссии."
137,booking,Когда и каким способом я могу оплатить авиабилет на сайте?,"Авиабилет вы можете оплатить сразу, во время его бронирования, — банковской картой Visa, MasterCard, JSB или электронными деньгами платёжных систем Money.Mail, WebMoney, Moneta.ru, «Яндекс.Деньги».
Авиабилет можно оплатить и позднее, в течение трех часов после завершения его бронирования онлайн:


Банковским переводом и интернет-банкингом через «BTБ 24», «Альфа-Банк», «ИнвойсБокс»;


Электронными деньгами платёжных систем Money.Mail, WebMoney, Moneta.ru, «Яндекс.Деньги»;


Через терминалы и в салонах связи QIWI, «Элекснет», «Связной», «Евросеть»."
